IdDisciplina,IdTurma,IdAluno,IdFaseNotaAtual,SituacaoAtual,StDisciplinaDispensada,IdAlunoCurso,DataMatricula,IdUsuarioMatricula,DataTrancamento,IdUsuarioTrancamento,IdMotivoTrancamento,ComentarioTrancamento,IdSituacaoAlunoDisciplina,NotaFinal,Faltas,ProblemaAutorizadoMatricula,IdUsuarioAutorizacaoMatricula,JustificativaAutorizacaoMatricula,StGoogleEdu_Sincronizado,GoogleForEducation_LogProcessamento
5,505,1286,469,C,A,,,297.0,,,,,16538,,,,,,False,
25,505,1286,469,C,A,,,297.0,,,,,16539,,,,,,False,
1,505,3,466,C,A,,,297.0,,,,,16544,,,,,,False,
4,505,3,466,C,A,,,297.0,,,,,16545,,,,,,False,
5,505,3,466,C,A,,,297.0,,,,,16546,,,,,,False,
25,505,3,466,C,A,,,297.0,,,,,16547,,,,,,False,
1,505,120,477,C,A,,,297.0,,,,,16548,,,,,,False,
4,505,120,480,C,A,,,297.0,,,,,16549,,,,,,False,
5,505,120,480,C,A,,,297.0,,,,,16550,,,,,,False,
25,505,120,480,C,A,,,297.0,,,,,16551,,,,,,False,
1,505,108,477,C,A,,,297.0,,,,,16552,,,,,,False,
4,505,108,480,C,A,,,297.0,,,,,16553,,,,,,False,
5,505,108,480,C,A,,,297.0,,,,,16554,,,,,,False,
25,505,108,480,C,A,,,297.0,,,,,16555,,,,,,False,
1,505,125,477,C,A,,,297.0,,,,,16556,,,,,,False,
4,505,125,480,C,A,,,297.0,,,,,16557,,,,,,False,
5,505,125,480,C,A,,,297.0,,,,,16558,,,,,,False,
25,505,125,480,C,A,,,297.0,,,,,16559,,,,,,False,
1,505,758,472,C,A,,,297.0,,,,,16560,,,,,,False,
4,505,758,472,C,A,,,297.0,,,,,16561,,,,,,False,
5,505,758,472,C,A,,,297.0,,,,,16562,,,,,,False,
25,505,758,472,C,A,,,297.0,,,,,16563,,,,,,False,
1,505,101,477,C,A,,,297.0,,,,,16564,,,,,,False,
4,505,101,480,C,A,,,297.0,,,,,16565,,,,,,False,
5,505,101,480,C,A,,,297.0,,,,,16566,,,,,,False,
25,505,101,480,C,A,,,297.0,,,,,16567,,,,,,False,
1,505,122,467,C,A,,,297.0,,,,,16568,,,,,,False,
4,505,122,467,C,A,,,297.0,,,,,16569,,,,,,False,
5,505,122,466,C,A,,,297.0,,,,,16570,,,,,,False,
25,505,122,467,C,A,,,297.0,,,,,16571,,,,,,False,
1,471,1039,375,C,A,,,297.0,,,,,16572,,,,,,False,
4,471,1039,375,C,A,,,297.0,,,,,16573,,,,,,False,
19,471,1039,375,C,A,,,297.0,,,,,16574,,,,,,False,
1,460,830,360,C,A,,,,,,,,16578,,,,,,False,
4,460,830,360,C,A,,,,,,,,16579,,,,,,False,
16,460,830,360,C,A,,,,,,,,16580,,,,,,False,
1,504,100,465,C,A,,,297.0,,,,,16581,,,,,,False,
4,504,100,465,C,A,,,297.0,,,,,16582,,,,,,False,
5,504,100,465,C,A,,,297.0,,,,,16583,,,,,,False,
17,504,100,454,C,A,,,297.0,,,,,16584,,,,,,False,
1,500,155,435,C,A,,,297.0,,,,,16585,,,,,,False,
4,500,155,435,C,A,,,297.0,,,,,16586,,,,,,False,
5,500,155,435,C,A,,,297.0,,,,,16587,,,,,,False,
23,500,155,424,C,A,,,297.0,,,,,16588,,,,,,False,
1,504,167,465,C,A,,,297.0,,,,,16589,,,,,,False,
4,504,167,465,C,A,,,297.0,,,,,16590,,,,,,False,
5,504,167,465,C,A,,,297.0,,,,,16591,,,,,,False,
17,504,167,452,C,D,,,297.0,,,,,16592,,,,,,False,
1,504,178,465,C,A,,,297.0,,,,,16593,,,,,,False,
4,504,178,465,C,A,,,297.0,,,,,16594,,,,,,False,
5,504,178,465,C,A,,,297.0,,,,,16595,,,,,,False,
17,504,178,454,C,A,,,297.0,,,,,16596,,,,,,False,
1,500,879,435,C,A,,,297.0,,,,,16597,,,,,,False,
4,500,879,435,C,A,,,297.0,,,,,16598,,,,,,False,
5,500,879,435,C,A,,,297.0,,,,,16599,,,,,,False,
23,500,879,422,C,D,,,297.0,,,,,16600,,,,,,False,
1,504,105,465,C,A,,,297.0,,,,,16601,,,,,,False,
4,504,105,465,C,A,,,297.0,,,,,16602,,,,,,False,
5,504,105,465,C,A,,,297.0,,,,,16603,,,,,,False,
17,504,105,454,C,A,,,297.0,,,,,16604,,,,,,False,
1,504,1164,465,C,A,,,297.0,,,,,16605,,,,,,False,
4,504,1164,465,C,A,,,297.0,,,,,16606,,,,,,False,
5,504,1164,465,C,A,,,297.0,,,,,16607,,,,,,False,
17,504,1164,452,C,D,,,297.0,,,,,16608,,,,,,False,
1,547,1080,360,C,A,,,297.0,,,,,16609,,,,,,False,
4,547,1080,360,C,A,,,297.0,,,,,16610,,,,,,False,
16,547,1080,360,C,A,,,297.0,,,,,16611,,,,,,False,
1,511,1279,352,C,A,,,297.0,,,,,16612,,,,,,False,
4,511,1279,352,C,A,,,297.0,,,,,16613,,,,,,False,
16,511,1279,352,C,A,,,297.0,,,,,16614,,,,,,False,
1,513,936,360,C,A,,,297.0,,,,,16621,,,,,,False,
4,513,936,360,C,A,,,297.0,,,,,16622,,,,,,False,
16,513,936,360,C,A,,,297.0,,,,,16623,,,,,,False,
1,460,962,352,C,A,,,297.0,,,,,16624,,,,,,False,
4,460,962,352,C,A,,,297.0,,,,,16625,,,,,,False,
16,460,962,352,C,A,,,297.0,,,,,16626,,,,,,False,
1,473,1069,364,C,A,,,297.0,,,,,16633,,,,,,False,
4,473,1069,364,C,A,,,297.0,,,,,16634,,,,,,False,
19,473,1069,364,C,A,,,297.0,,,,,16635,,,,,,False,
1,458,1132,348,C,A,,,297.0,,,,,16639,,,,,,False,
4,458,1132,348,C,A,,,297.0,,,,,16640,,,,,,False,
16,458,1132,349,C,A,,,297.0,,,,,16641,,,,,,False,
1,458,818,348,C,A,,,297.0,,,,,16642,,,,,,False,
4,458,818,348,C,A,,,297.0,,,,,16643,,,,,,False,
16,458,818,349,C,A,,,297.0,,,,,16644,,,,,,False,
1,468,710,375,C,A,,,297.0,,,,,16645,,,,,,False,
4,468,710,375,C,A,,,297.0,,,,,16646,,,,,,False,
19,468,710,375,C,A,,,297.0,,,,,16647,,,,,,False,
1,484,840,390,C,A,,,297.0,,,,,16654,,,,,,False,
4,484,840,390,C,A,,,297.0,,,,,16655,,,,,,False,
24,484,840,390,C,A,,,297.0,,,,,16656,,,,,,False,
1,482,474,390,C,A,,,297.0,,,,,16657,,,,,,False,
4,482,474,390,C,A,,,297.0,,,,,16658,,,,,,False,
24,482,474,390,C,A,,,297.0,,,,,16659,,,,,,False,
1,481,690,387,C,A,,,297.0,,,,,16660,,,,,,False,
4,481,690,390,C,A,,,297.0,,,,,16661,,,,,,False,
24,481,690,390,C,A,,,297.0,,,,,16662,,,,,,False,
1,472,1153,375,C,A,,,297.0,,,,,16663,,,,,,False,
4,472,1153,375,C,A,,,297.0,,,,,16664,,,,,,False,
19,472,1153,375,C,A,,,297.0,,,,,16665,,,,,,False,
1,484,476,377,C,A,,,297.0,,,,,16666,,,,,,False,
4,484,476,377,C,A,,,297.0,,,,,16667,,,,,,False,
24,484,476,379,C,A,,,297.0,,,,,16668,,,,,,False,
1,481,851,387,C,A,,,297.0,,,,,16669,,,,,,False,
4,481,851,390,C,A,,,297.0,,,,,16670,,,,,,False,
24,481,851,390,C,A,,,297.0,,,,,16671,,,,,,False,
1,519,1217,375,C,A,,,297.0,,,,,16672,,,,,,False,
4,519,1217,375,C,A,,,297.0,,,,,16673,,,,,,False,
19,519,1217,375,C,A,,,297.0,,,,,16674,,,,,,False,
1,485,826,390,C,A,,,297.0,,,,,16675,,,,,,False,
4,485,826,390,C,A,,,297.0,,,,,16676,,,,,,False,
24,485,826,390,C,A,,,297.0,,,,,16677,,,,,,False,
1,485,481,390,C,A,,,297.0,,,,,16678,,,,,,False,
4,485,481,390,C,A,,,297.0,,,,,16679,,,,,,False,
24,485,481,390,C,A,,,297.0,,,,,16680,,,,,,False,
1,519,835,375,C,A,,,297.0,,,,,16681,,,,,,False,
4,519,835,375,C,A,,,297.0,,,,,16682,,,,,,False,
19,519,835,375,C,A,,,297.0,,,,,16683,,,,,,False,
1,519,941,375,C,A,,,297.0,,,,,16684,,,,,,False,
4,519,941,375,C,A,,,297.0,,,,,16685,,,,,,False,
19,519,941,375,C,A,,,297.0,,,,,16686,,,,,,False,
1,477,1265,390,C,A,,,15.0,,,,,16687,,,,,,False,
4,477,1265,390,C,A,,,15.0,,,,,16688,,,,,,False,
24,477,1265,390,C,A,,,15.0,,,,,16689,,,,,,False,
1,472,985,375,C,A,,,297.0,,,,,16690,,,,,,False,
4,472,985,375,C,A,,,297.0,,,,,16691,,,,,,False,
19,472,985,375,C,A,,,297.0,,,,,16692,,,,,,False,
1,475,717,375,C,A,,,15.0,,,,,16693,,,,,,False,
4,475,717,375,C,A,,,15.0,,,,,16694,,,,,,False,
19,475,717,375,C,A,,,15.0,,,,,16695,,,,,,False,
1,472,1230,375,C,A,,,297.0,,,,,16696,,,,,,False,
4,472,1230,375,C,A,,,297.0,,,,,16697,,,,,,False,
19,472,1230,375,C,A,,,297.0,,,,,16698,,,,,,False,
1,578,1301,390,C,A,,,297.0,,,,,16699,,,,,,False,
4,578,1301,390,C,A,,,297.0,,,,,16700,,,,,,False,
24,578,1301,390,C,A,,,297.0,,,,,16701,,,,,,False,
1,578,798,390,C,A,,,297.0,,,,,16702,,,,,,False,
4,578,798,390,C,A,,,297.0,,,,,16703,,,,,,False,
24,578,798,390,C,A,,,297.0,,,,,16704,,,,,,False,
1,472,708,375,C,A,,,297.0,,,,,16705,,,,,,False,
4,472,708,375,C,A,,,297.0,,,,,16706,,,,,,False,
19,472,708,375,C,A,,,297.0,,,,,16707,,,,,,False,
1,479,1114,390,C,A,,,297.0,,,,,16708,,,,,,False,
4,479,1114,390,C,A,,,297.0,,,,,16709,,,,,,False,
24,479,1114,390,C,A,,,297.0,,,,,16710,,,,,,False,
1,472,1075,375,C,A,,,297.0,,,,,16717,,,,,,False,
4,472,1075,375,C,A,,,297.0,,,,,16718,,,,,,False,
19,472,1075,375,C,A,,,297.0,,,,,16719,,,,,,False,
1,472,695,375,C,A,,,297.0,,,,,16720,,,,,,False,
4,472,695,375,C,A,,,297.0,,,,,16721,,,,,,False,
19,472,695,375,C,A,,,297.0,,,,,16722,,,,,,False,
1,472,918,375,C,A,,,297.0,,,,,16723,,,,,,False,
4,472,918,375,C,A,,,297.0,,,,,16724,,,,,,False,
19,472,918,375,C,A,,,297.0,,,,,16725,,,,,,False,
1,468,678,375,C,A,,,297.0,,,,,16729,,,,,,False,
4,468,678,375,C,A,,,297.0,,,,,16730,,,,,,False,
19,468,678,375,C,A,,,297.0,,,,,16731,,,,,,False,
1,553,833,360,C,A,,,297.0,,,,,16732,,,,,,False,
4,553,833,360,C,A,,,297.0,,,,,16733,,,,,,False,
16,553,833,360,C,A,,,297.0,,,,,16734,,,,,,False,
1,472,1105,375,C,A,,,15.0,,,,,16735,,,,,,False,
4,472,1105,375,C,A,,,15.0,,,,,16736,,,,,,False,
19,472,1105,375,C,A,,,15.0,,,,,16737,,,,,,False,
1,518,1262,387,C,A,,,15.0,,,,,16741,,,,,,False,
4,518,1262,390,C,A,,,15.0,,,,,16742,,,,,,False,
24,518,1262,390,C,A,,,15.0,,,,,16743,,,,,,False,
1,475,681,375,C,A,,,297.0,,,,,16744,,,,,,False,
4,475,681,375,C,A,,,297.0,,,,,16745,,,,,,False,
19,475,681,375,C,A,,,297.0,,,,,16746,,,,,,False,
1,475,802,375,C,A,,,297.0,,,,,16747,,,,,,False,
4,475,802,375,C,A,,,297.0,,,,,16748,,,,,,False,
19,475,802,375,C,A,,,297.0,,,,,16749,,,,,,False,
1,518,615,387,C,A,,,297.0,,,,,16750,,,,,,False,
4,518,615,390,C,A,,,297.0,,,,,16751,,,,,,False,
24,518,615,390,C,A,,,297.0,,,,,16752,,,,,,False,
1,487,278,405,C,A,,,297.0,,,,,16753,,,,,,False,
4,487,278,405,C,A,,,297.0,,,,,16754,,,,,,False,
5,487,278,405,C,A,,,297.0,,,,,16755,,,,,,False,
21,487,278,405,C,A,,,297.0,,,,,16756,,,,,,False,
1,487,592,405,C,A,,,297.0,,,,,16757,,,,,,False,
4,487,592,405,C,A,,,297.0,,,,,16758,,,,,,False,
5,487,592,405,C,A,,,297.0,,,,,16759,,,,,,False,
21,487,592,405,C,A,,,297.0,,,,,16760,,,,,,False,
1,477,604,377,C,A,,,297.0,,,,,16764,,,,,,False,
4,477,604,377,C,A,,,297.0,,,,,16765,,,,,,False,
24,477,604,377,C,A,,,297.0,,,,,16766,,,,,,False,
1,478,1268,390,C,A,,,297.0,,,,,16767,,,,,,False,
4,478,1268,390,C,A,,,297.0,,,,,16768,,,,,,False,
24,478,1268,390,C,A,,,297.0,,,,,16769,,,,,,False,
1,491,336,405,C,A,,,297.0,,,,,16777,,,,,,False,
4,491,336,405,C,A,,,297.0,,,,,16778,,,,,,False,
5,491,336,405,C,A,,,297.0,,,,,16779,,,,,,False,
21,491,336,405,C,A,,,297.0,,,,,16780,,,,,,False,
1,479,1251,390,C,A,,,297.0,,,,,16784,,,,,,False,
4,479,1251,390,C,A,,,297.0,,,,,16785,,,,,,False,
24,479,1251,390,C,A,,,297.0,,,,,16786,,,,,,False,
1,491,326,405,C,A,,,297.0,,,,,16787,,,,,,False,
4,491,326,405,C,A,,,297.0,,,,,16788,,,,,,False,
5,491,326,405,C,A,,,297.0,,,,,16789,,,,,,False,
21,491,326,405,C,A,,,297.0,,,,,16790,,,,,,False,
1,491,339,405,C,A,,,297.0,,,,,16791,,,,,,False,
4,491,339,405,C,A,,,297.0,,,,,16792,,,,,,False,
5,491,339,405,C,A,,,297.0,,,,,16793,,,,,,False,
21,491,339,405,C,A,,,297.0,,,,,16794,,,,,,False,
1,479,282,377,C,A,,,297.0,,,,,16799,,,,,,False,
4,479,282,377,C,A,,,297.0,,,,,16800,,,,,,False,
24,479,282,377,C,A,,,297.0,,,,,16801,,,,,,False,
1,578,343,390,C,A,,,297.0,,,,,16802,,,,,,False,
4,578,343,390,C,A,,,297.0,,,,,16803,,,,,,False,
24,578,343,390,C,A,,,297.0,,,,,16804,,,,,,False,
1,552,1111,405,C,A,,,297.0,,,,,16805,,,,,,False,
4,552,1111,405,C,A,,,297.0,,,,,16806,,,,,,False,
5,552,1111,405,C,A,,,297.0,,,,,16807,,,,,,False,
21,552,1111,405,C,A,,,297.0,,,,,16808,,,,,,False,
1,552,295,391,C,A,,,297.0,,,,,16809,,,,,,False,
4,552,295,392,C,A,,,297.0,,,,,16810,,,,,,False,
5,552,295,391,C,A,,,297.0,,,,,16811,,,,,,False,
21,552,295,392,C,A,,,297.0,,,,,16812,,,,,,False,
1,579,1182,402,C,A,,,297.0,,,,,16813,,,,,,False,
4,579,1182,405,C,A,,,297.0,,,,,16814,,,,,,False,
5,579,1182,405,C,A,,,297.0,,,,,16815,,,,,,False,
21,579,1182,405,C,A,,,297.0,,,,,16816,,,,,,False,
1,579,308,394,C,A,,,297.0,,,,,16817,,,,,,False,
4,579,308,394,C,A,,,297.0,,,,,16818,,,,,,False,
5,579,308,394,C,A,,,297.0,,,,,16819,,,,,,False,
21,579,308,394,C,A,,,297.0,,,,,16820,,,,,,False,
1,579,1173,402,C,A,,,297.0,,,,,16821,,,,,,False,
4,579,1173,405,C,A,,,297.0,,,,,16822,,,,,,False,
5,579,1173,405,C,A,,,297.0,,,,,16823,,,,,,False,
21,579,1173,405,C,A,,,297.0,,,,,16824,,,,,,False,
1,523,235,405,C,A,,,297.0,,,,,16825,,,,,,False,
4,523,235,405,C,A,,,297.0,,,,,16826,,,,,,False,
5,523,235,405,C,A,,,297.0,,,,,16827,,,,,,False,
21,523,235,405,C,A,,,297.0,,,,,16828,,,,,,False,
1,523,231,405,C,A,,,297.0,,,,,16829,,,,,,False,
4,523,231,405,C,A,,,297.0,,,,,16830,,,,,,False,
5,523,231,405,C,A,,,297.0,,,,,16831,,,,,,False,
21,523,231,405,C,A,,,297.0,,,,,16832,,,,,,False,
1,523,227,405,C,A,,,297.0,,,,,16833,,,,,,False,
4,523,227,405,C,A,,,297.0,,,,,16834,,,,,,False,
5,523,227,405,C,A,,,297.0,,,,,16835,,,,,,False,
21,523,227,405,C,A,,,297.0,,,,,16836,,,,,,False,
1,523,848,405,C,A,,,297.0,,,,,16837,,,,,,False,
4,523,848,405,C,A,,,297.0,,,,,16838,,,,,,False,
5,523,848,405,C,A,,,297.0,,,,,16839,,,,,,False,
21,523,848,405,C,A,,,297.0,,,,,16840,,,,,,False,
1,523,1033,405,C,A,,,297.0,,,,,16841,,,,,,False,
4,523,1033,405,C,A,,,297.0,,,,,16842,,,,,,False,
5,523,1033,405,C,A,,,297.0,,,,,16843,,,,,,False,
21,523,1033,405,C,A,,,297.0,,,,,16844,,,,,,False,
1,523,486,405,C,A,,,297.0,,,,,16845,,,,,,False,
4,523,486,405,C,A,,,297.0,,,,,16846,,,,,,False,
5,523,486,405,C,A,,,297.0,,,,,16847,,,,,,False,
21,523,486,405,C,A,,,297.0,,,,,16848,,,,,,False,
1,481,475,387,C,A,,,297.0,,,,,16852,,,,,,False,
4,481,475,390,C,A,,,297.0,,,,,16853,,,,,,False,
24,481,475,390,C,A,,,297.0,,,,,16854,,,,,,False,
1,492,743,405,C,A,,,297.0,,,,,16855,,,,,,False,
4,492,743,405,C,A,,,297.0,,,,,16856,,,,,,False,
5,492,743,405,C,A,,,297.0,,,,,16857,,,,,,False,
21,492,743,405,C,A,,,297.0,,,,,16858,,,,,,False,
1,482,1024,390,C,A,,,297.0,,,,,16859,,,,,,False,
4,482,1024,390,C,A,,,297.0,,,,,16860,,,,,,False,
24,482,1024,390,C,A,,,297.0,,,,,16861,,,,,,False,
1,492,620,405,C,A,,,297.0,,,,,16862,,,,,,False,
4,492,620,405,C,A,,,297.0,,,,,16863,,,,,,False,
5,492,620,405,C,A,,,297.0,,,,,16864,,,,,,False,
21,492,620,405,C,A,,,297.0,,,,,16865,,,,,,False,
1,484,1258,390,C,A,,,297.0,,,,,16866,,,,,,False,
4,484,1258,390,C,A,,,297.0,,,,,16867,,,,,,False,
24,484,1258,390,C,A,,,297.0,,,,,16868,,,,,,False,
1,484,1020,377,C,A,,,297.0,,,,,16869,,,,,,False,
4,484,1020,377,C,A,,,297.0,,,,,16870,,,,,,False,
24,484,1020,377,C,A,,,297.0,,,,,16871,,,,,,False,
1,484,999,390,C,A,,,297.0,,,,,16872,,,,,,False,
4,484,999,390,C,A,,,297.0,,,,,16873,,,,,,False,
24,484,999,390,C,A,,,297.0,,,,,16874,,,,,,False,
1,484,931,390,C,A,,,297.0,,,,,16875,,,,,,False,
4,484,931,390,C,A,,,297.0,,,,,16876,,,,,,False,
24,484,931,390,C,A,,,297.0,,,,,16877,,,,,,False,
1,493,266,405,C,A,,,297.0,,,,,16882,,,,,,False,
4,493,266,405,C,A,,,297.0,,,,,16883,,,,,,False,
5,493,266,405,C,A,,,297.0,,,,,16884,,,,,,False,
21,493,266,405,C,A,,,297.0,,,,,16885,,,,,,False,
1,483,1235,387,C,A,,,15.0,,,,,16886,,,,,,False,
4,483,1235,390,C,A,,,15.0,,,,,16887,,,,,,False,
24,483,1235,390,C,A,,,15.0,,,,,16888,,,,,,False,
1,497,1165,422,C,A,,,297.0,,,,,16889,,,,,,False,
4,497,1165,424,C,A,,,297.0,,,,,16890,,,,,,False,
5,497,1165,424,C,A,,,297.0,,,,,16891,,,,,,False,
23,497,1165,424,C,A,,,297.0,,,,,16892,,,,,,False,
1,504,168,465,C,A,,,297.0,,,,,16893,,,,,,False,
4,504,168,465,C,A,,,297.0,,,,,16894,,,,,,False,
5,504,168,465,C,A,,,297.0,,,,,16895,,,,,,False,
17,504,168,454,C,A,,,297.0,,,,,16896,,,,,,False,
1,504,169,465,C,A,,,297.0,,,,,16897,,,,,,False,
4,504,169,465,C,A,,,297.0,,,,,16898,,,,,,False,
5,504,169,465,C,A,,,297.0,,,,,16899,,,,,,False,
17,504,169,454,C,A,,,297.0,,,,,16900,,,,,,False,
1,504,103,465,C,A,,,297.0,,,,,16901,,,,,,False,
4,504,103,465,C,A,,,297.0,,,,,16902,,,,,,False,
5,504,103,465,C,A,,,297.0,,,,,16903,,,,,,False,
17,504,103,454,C,A,,,297.0,,,,,16904,,,,,,False,
1,504,104,465,C,A,,,297.0,,,,,16905,,,,,,False,
4,504,104,465,C,A,,,297.0,,,,,16906,,,,,,False,
5,504,104,465,C,A,,,297.0,,,,,16907,,,,,,False,
17,504,104,454,C,A,,,297.0,,,,,16908,,,,,,False,
1,504,872,465,C,A,,,297.0,,,,,16909,,,,,,False,
4,504,872,465,C,A,,,297.0,,,,,16910,,,,,,False,
5,504,872,465,C,A,,,297.0,,,,,16911,,,,,,False,
17,504,872,452,C,D,,,297.0,,,,,16912,,,,,,False,
1,504,1141,451,C,A,,,297.0,,,,,16913,,,,,,False,
4,504,1141,451,C,A,,,297.0,,,,,16914,,,,,,False,
5,504,1141,451,C,A,,,297.0,,,,,16915,,,,,,False,
17,504,1141,451,C,A,,,297.0,,,,,16916,,,,,,False,
1,504,243,465,C,A,,,297.0,,,,,16917,,,,,,False,
4,504,243,465,C,A,,,297.0,,,,,16918,,,,,,False,
5,504,243,465,C,A,,,297.0,,,,,16919,,,,,,False,
17,504,243,454,C,A,,,297.0,,,,,16920,,,,,,False,
1,516,501,442,C,A,,,297.0,,,,,16921,,,,,,False,
4,516,501,442,C,A,,,297.0,,,,,16922,,,,,,False,
5,516,501,442,C,A,,,297.0,,,,,16923,,,,,,False,
22,516,501,442,C,A,,,297.0,,,,,16924,,,,,,False,
1,497,95,421,C,A,,,297.0,,,,,16929,,,,,,False,
4,497,95,421,C,A,,,297.0,,,,,16930,,,,,,False,
5,497,95,421,C,A,,,297.0,,,,,16931,,,,,,False,
23,497,95,421,C,A,,,297.0,,,,,16932,,,,,,False,
1,504,988,451,C,A,,,297.0,,,,,16933,,,,,,False,
4,504,988,451,C,A,,,297.0,,,,,16934,,,,,,False,
5,504,988,451,C,A,,,297.0,,,,,16935,,,,,,False,
17,504,988,452,C,A,,,297.0,,,,,16936,,,,,,False,
1,585,121,465,C,A,,,297.0,,,,,16937,,,,,,False,
4,585,121,465,C,A,,,297.0,,,,,16938,,,,,,False,
5,585,121,465,C,A,,,297.0,,,,,16939,,,,,,False,
17,585,121,454,C,A,,,297.0,,,,,16940,,,,,,False,
1,499,136,435,C,A,,,297.0,,,,,16941,,,,,,False,
4,499,136,435,C,A,,,297.0,,,,,16942,,,,,,False,
5,499,136,435,C,A,,,297.0,,,,,16943,,,,,,False,
23,499,136,424,C,A,,,297.0,,,,,16944,,,,,,False,
1,585,1229,457,C,A,,,297.0,,,,,16945,,,,,,False,
4,585,1229,457,C,A,,,297.0,,,,,16946,,,,,,False,
5,585,1229,457,C,A,,,297.0,,,,,16947,,,,,,False,
17,585,1229,452,C,D,,,297.0,,,,,16948,,,,,,False,
1,585,1232,454,C,A,,,297.0,,,,,16949,,,,,,False,
4,585,1232,454,C,A,,,297.0,,,,,16950,,,,,,False,
5,585,1232,454,C,A,,,297.0,,,,,16951,,,,,,False,
17,585,1232,452,C,D,,,297.0,,,,,16952,,,,,,False,
1,585,150,465,C,A,,,297.0,,,,,16953,,,,,,False,
4,585,150,465,C,A,,,297.0,,,,,16954,,,,,,False,
5,585,150,465,C,A,,,297.0,,,,,16955,,,,,,False,
17,585,150,452,C,D,,,297.0,,,,,16956,,,,,,False,
1,506,251,466,C,A,,,297.0,,,,,16957,,,,,,False,
4,506,251,466,C,A,,,297.0,,,,,16958,,,,,,False,
5,506,251,466,C,A,,,297.0,,,,,16959,,,,,,False,
25,506,251,466,C,A,,,297.0,,,,,16960,,,,,,False,
1,585,156,465,C,A,,,297.0,,,,,16961,,,,,,False,
4,585,156,465,C,A,,,297.0,,,,,16962,,,,,,False,
5,585,156,465,C,A,,,297.0,,,,,16963,,,,,,False,
17,585,156,454,C,A,,,297.0,,,,,16964,,,,,,False,
1,585,793,465,C,A,,,297.0,,,,,16965,,,,,,False,
4,585,793,465,C,A,,,297.0,,,,,16966,,,,,,False,
5,585,793,465,C,A,,,297.0,,,,,16967,,,,,,False,
17,585,793,454,C,D,,,297.0,,,,,16968,,,,,,False,
1,585,252,465,C,A,,,297.0,,,,,16973,,,,,,False,
4,585,252,465,C,A,,,297.0,,,,,16974,,,,,,False,
5,585,252,465,C,A,,,297.0,,,,,16975,,,,,,False,
17,585,252,454,C,A,,,297.0,,,,,16976,,,,,,False,
1,506,133,466,C,A,,,297.0,,,,,16977,,,,,,False,
4,506,133,466,C,A,,,297.0,,,,,16978,,,,,,False,
5,506,133,466,C,A,,,297.0,,,,,16979,,,,,,False,
25,506,133,466,C,A,,,297.0,,,,,16980,,,,,,False,
1,499,134,435,C,A,,,297.0,,,,,16981,,,,,,False,
4,499,134,435,C,A,,,297.0,,,,,16982,,,,,,False,
5,499,134,435,C,A,,,297.0,,,,,16983,,,,,,False,
23,499,134,424,C,A,,,297.0,,,,,16984,,,,,,False,
1,506,141,466,C,A,,,297.0,,,,,16985,,,,,,False,
4,506,141,466,C,A,,,297.0,,,,,16986,,,,,,False,
5,506,141,466,C,A,,,297.0,,,,,16987,,,,,,False,
25,506,141,466,C,A,,,297.0,,,,,16988,,,,,,False,
1,506,161,466,C,A,,,297.0,,,,,16989,,,,,,False,
4,506,161,466,C,A,,,297.0,,,,,16990,,,,,,False,
5,506,161,466,C,A,,,297.0,,,,,16991,,,,,,False,
25,506,161,466,C,A,,,297.0,,,,,16992,,,,,,False,
1,483,273,379,C,A,,,297.0,,,,,17001,,,,,,False,
4,483,273,379,C,A,,,297.0,,,,,17002,,,,,,False,
24,483,273,379,C,A,,,297.0,,,,,17003,,,,,,False,
1,483,1239,387,C,A,,,297.0,,,,,17004,,,,,,False,
4,483,1239,390,C,A,,,297.0,,,,,17005,,,,,,False,
24,483,1239,390,C,A,,,297.0,,,,,17006,,,,,,False,
1,525,246,450,C,A,,,297.0,,,,,17007,,,,,,False,
4,525,246,450,C,A,,,297.0,,,,,17008,,,,,,False,
5,525,246,450,C,A,,,297.0,,,,,17009,,,,,,False,
22,525,246,444,C,A,,,297.0,,,,,17010,,,,,,False,
1,525,305,450,C,A,,,297.0,,,,,17011,,,,,,False,
4,525,305,450,C,A,,,297.0,,,,,17012,,,,,,False,
5,525,305,450,C,A,,,297.0,,,,,17013,,,,,,False,
22,525,305,444,C,A,,,297.0,,,,,17014,,,,,,False,
1,488,1171,395,C,A,,,297.0,,,,,17019,,,,,,False,
4,488,1171,394,C,A,,,297.0,,,,,17020,,,,,,False,
5,488,1171,394,C,A,,,297.0,,,,,17021,,,,,,False,
21,488,1171,394,C,A,,,297.0,,,,,17022,,,,,,False,
1,580,289,450,C,A,,,297.0,,,,,17023,,,,,,False,
4,580,289,450,C,A,,,297.0,,,,,17024,,,,,,False,
5,580,289,450,C,A,,,297.0,,,,,17025,,,,,,False,
22,580,289,444,C,A,,,297.0,,,,,17026,,,,,,False,
1,580,221,436,C,A,,,297.0,,,,,17027,,,,,,False,
4,580,221,436,C,A,,,297.0,,,,,17028,,,,,,False,
5,580,221,436,C,A,,,297.0,,,,,17029,,,,,,False,
22,580,221,436,C,A,,,297.0,,,,,17030,,,,,,False,
1,487,858,405,C,A,,,297.0,,,,,17035,,,,,,False,
4,487,858,405,C,A,,,297.0,,,,,17036,,,,,,False,
5,487,858,405,C,A,,,297.0,,,,,17037,,,,,,False,
21,487,858,405,C,A,,,297.0,,,,,17038,,,,,,False,
1,580,257,436,C,A,,,297.0,,,,,17039,,,,,,False,
