IdFaseNota,IdPeriodo,IdSerie,NumeroFase,NomeFase,CabecBoletim,ImprimirBoletimNotaParcial,ImprimirBoletimNPNaoConfirmada,ImprimirBoletimNota,ImprimirBoletimFaltas,StFaseInformada,StCalcularDisciplinaComposta,IdFormulaComposicaoNota,IdFormulaNota,MediaMinimaAprovacao,ValorArredondamentoMedia,IdFormulaAprovacao,IdFormulaFalta,IdFaseNotaAprovacao,IdFaseNotaReprovacao,DataInicioExibicao,NumeroOrdemExibicao,NumeroSemanasLetivas,StCalcularSituacaoGeral,IdFormulaAprovacaoFrequencia,ValorNotaMaxima,DataInicialPeriodoAula,DataFinalPeriodoAula,StCalcDiscCompUtilizaFormulaFN,DataLimiteDigitacaoNota,NumeroDiasLetivos,StDispensarNotaAutomatica,TipoDispensaAutomatica,StConfirmarDispensaAutomatica,SituacaoReprovadoFrequencia,SituacaoAprovado,SituacaoReprovado,StFaseNotaSempreCalcular,TipoInformada,StPermiteProfessorImportarPadraoAvaliacao,StPermiteProfessorInserirEditarAvaliacao,StPermiteProfessorInserirBloco
559,6,36,4,LIÇÕES 2ºBIM,L2B,False,False,False,False,True,False,59.0,,,,64.0,,560.0,560.0,,4,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
560,6,36,5,P2,P2,False,False,True,True,True,False,58.0,,,,65.0,,561.0,561.0,,5,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
561,6,36,6,MÉDIA 1º SEMESTRE,MÉD.1ºSEM.,False,False,True,False,False,False,,80.0,,,71.0,,562.0,562.0,,6,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
562,6,36,7,LIÇÕES 3ºBIM,L3B,False,False,False,False,True,False,90.0,,,,66.0,,563.0,563.0,,7,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
563,6,36,8,P3,P3,False,False,True,False,True,False,58.0,,,,72.0,,564.0,564.0,,8,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
564,6,36,9,LIÇÕES 4ºBIM,L4B,False,False,False,False,True,False,90.0,,,,73.0,,565.0,565.0,,9,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
565,6,36,10,P4,P4,False,False,True,False,True,False,58.0,,,,74.0,,566.0,566.0,,10,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
566,6,36,11,MÉDIA 2º SEMESTRE,MÉD.2ºSEM.,False,False,True,False,False,False,,67.0,,,75.0,,567.0,567.0,,11,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
567,6,36,12,DIAGNÓSTICA 2,D2,False,False,False,False,True,False,58.0,,,,76.0,,568.0,568.0,,12,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
568,6,36,13,MÉDIA DIAGNÓSTICA,MD,False,False,False,False,False,False,,68.0,,,77.0,,569.0,569.0,,13,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
569,6,36,14,MÉDIA ANUAL,MÉD.ANUAL,False,False,False,False,False,False,,69.0,,,78.0,,570.0,570.0,,14,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
570,6,36,15,PROGRESSÃO,PROG,False,False,False,False,True,False,58.0,,,,70.0,,869.0,869.0,,15,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
571,6,37,1,DIAGNÓSTICA 1,D1,False,False,False,False,True,False,58.0,,,,61.0,,572.0,572.0,,1,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
572,6,37,2,LIÇÕES 1ºBIM,L1B,False,False,False,False,True,False,59.0,,,,62.0,,573.0,573.0,,2,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
573,6,37,3,P1,P1,False,False,True,True,True,False,58.0,,,,63.0,,574.0,574.0,,3,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
574,6,37,4,LIÇÕES 2ºBIM,L2B,False,False,False,False,True,False,59.0,,,,64.0,,575.0,575.0,,4,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
575,6,37,5,P2,P2,False,False,True,True,True,False,58.0,,,,65.0,,576.0,576.0,,5,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
576,6,37,6,MÉDIA 1º SEMESTRE,MÉD.1ºSEM.,False,False,True,False,False,False,,80.0,,,71.0,,577.0,577.0,,6,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
577,6,37,7,LIÇÕES 3ºBIM,L3B,False,False,False,False,True,False,90.0,,,,66.0,,578.0,578.0,,7,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
578,6,37,8,P3,P3,False,False,True,False,True,False,58.0,,,,72.0,,579.0,579.0,,8,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
579,6,37,9,LIÇÕES 4ºBIM,L4B,False,False,False,False,True,False,90.0,,,,73.0,,580.0,580.0,,9,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
580,6,37,10,P4,P4,False,False,True,False,True,False,58.0,,,,74.0,,581.0,581.0,,10,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
581,6,37,11,MÉDIA 2º SEMESTRE,MÉD.2ºSEM.,False,False,True,False,False,False,,67.0,,,75.0,,582.0,582.0,,11,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
582,6,37,12,DIAGNÓSTICA 2,D2,False,False,False,False,True,False,58.0,,,,76.0,,583.0,583.0,,12,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
583,6,37,13,MÉDIA DIAGNÓSTICA,MD,False,False,False,False,False,False,,68.0,,,77.0,,584.0,584.0,,13,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
584,6,37,14,MÉDIA ANUAL,MÉD.ANUAL,False,False,False,False,False,False,,69.0,,,78.0,,585.0,585.0,,14,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
585,6,37,15,PROGRESSÃO,PROG,False,False,False,False,True,False,58.0,,,,70.0,,870.0,870.0,,15,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
586,6,38,1,DIAGNÓSTICA 1,D1,False,False,False,False,True,False,58.0,,,,61.0,,587.0,587.0,,1,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
587,6,38,2,LIÇÕES 1ºBIM,L1B,False,False,False,False,True,False,59.0,,,,62.0,,588.0,588.0,,2,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
588,6,38,3,P1,P1,False,False,True,True,True,False,58.0,,,,63.0,,589.0,589.0,,3,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
589,6,38,4,LIÇÕES 2ºBIM,L2B,False,False,False,False,True,False,59.0,,,,64.0,,590.0,590.0,,4,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
590,6,38,5,P2,P2,False,False,True,True,True,False,58.0,,,,65.0,,591.0,591.0,,5,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
591,6,38,6,MÉDIA 1º SEMESTRE,MÉD.1ºSEM.,False,False,True,False,False,False,,80.0,,,71.0,,592.0,592.0,,6,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
592,6,38,7,LIÇÕES 3ºBIM,L3B,False,False,False,False,True,False,90.0,,,,66.0,,593.0,593.0,,7,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
593,6,38,8,P3,P3,False,False,True,False,True,False,58.0,,,,72.0,,594.0,594.0,,8,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
594,6,38,9,LIÇÕES 4ºBIM,L4B,False,False,False,False,True,False,90.0,,,,73.0,,595.0,595.0,,9,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
595,6,38,10,P4,P4,False,False,True,False,True,False,58.0,,,,74.0,,596.0,596.0,,10,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
596,6,38,11,MÉDIA 2º SEMESTRE,MÉD.2ºSEM.,False,False,True,False,False,False,,67.0,,,75.0,,597.0,597.0,,11,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
597,6,38,12,DIAGNÓSTICA 2,D2,False,False,False,False,True,False,58.0,,,,76.0,,598.0,598.0,,12,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
598,6,38,13,MÉDIA DIAGNÓSTICA,MD,False,False,False,False,False,False,,68.0,,,77.0,,599.0,599.0,,13,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
599,6,38,14,MÉDIA ANUAL,MÉD.ANUAL,False,False,False,False,False,False,,69.0,,,78.0,,600.0,600.0,,14,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
600,6,38,15,PROGRESSÃO,PROG,False,False,False,False,True,False,58.0,,,,70.0,,871.0,871.0,,15,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
601,6,39,1,DIAGNÓSTICA 1,D1,False,False,False,False,True,False,58.0,,,,61.0,,602.0,602.0,,1,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
602,6,39,2,LIÇÕES 1ºBIM,L1B,False,False,False,False,True,False,59.0,,,,62.0,,603.0,603.0,,2,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
603,6,39,3,P1,P1,False,False,True,True,True,False,58.0,,,,63.0,,604.0,604.0,,3,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
604,6,39,4,LIÇÕES 2ºBIM,L2B,False,False,False,False,True,False,59.0,,,,64.0,,605.0,605.0,,4,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
605,6,39,5,P2,P2,False,False,True,True,True,False,58.0,,,,65.0,,606.0,606.0,,5,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
606,6,39,6,MÉDIA 1º SEMESTRE,MÉD.1ºSEM.,False,False,True,False,False,False,,80.0,,,71.0,,607.0,607.0,,6,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
607,6,39,7,LIÇÕES 3ºBIM,L3B,False,False,False,False,True,False,90.0,,,,66.0,,608.0,608.0,,7,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
608,6,39,8,P3,P3,False,False,True,False,True,False,58.0,,,,72.0,,609.0,609.0,,8,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
609,6,39,9,LIÇÕES 4ºBIM,L4B,False,False,False,False,True,False,90.0,,,,73.0,,610.0,610.0,,9,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
610,6,39,10,P4,P4,False,False,True,False,True,False,58.0,,,,74.0,,611.0,611.0,,10,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
611,6,39,11,MÉDIA 2º SEMESTRE,MÉD.2ºSEM.,False,False,True,False,False,False,,67.0,,,75.0,,612.0,612.0,,11,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
612,6,39,12,DIAGNÓSTICA 2,D2,False,False,False,False,True,False,58.0,,,,76.0,,613.0,613.0,,12,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
613,6,39,13,MÉDIA DIAGNÓSTICA,MD,False,False,False,False,False,False,,68.0,,,77.0,,614.0,614.0,,13,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
614,6,39,14,MÉDIA ANUAL,MÉD.ANUAL,False,False,False,False,False,False,,69.0,,,78.0,,615.0,615.0,,14,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
615,6,39,15,PROGRESSÃO,PROG,False,False,False,False,True,False,58.0,,,,70.0,,872.0,872.0,,15,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
616,6,40,1,DIAGNÓSTICA 1,D1,False,False,False,False,True,False,58.0,,,,61.0,,617.0,617.0,,1,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
617,6,40,2,LIÇÕES 1ºBIM,L1B,False,False,False,False,True,False,59.0,,,,62.0,,618.0,618.0,,2,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
618,6,40,3,P1,P1,False,False,True,True,True,False,58.0,,,,63.0,,619.0,619.0,,3,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
619,6,40,4,LIÇÕES 2ºBIM,L2B,False,False,False,False,True,False,59.0,,,,64.0,,620.0,620.0,,4,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
620,6,40,5,P2,P2,False,False,True,True,True,False,58.0,,,,65.0,,621.0,621.0,,5,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
621,6,40,6,MÉDIA 1º SEMESTRE,MÉD.1ºSEM.,False,False,True,False,False,False,,80.0,,,71.0,,622.0,622.0,,6,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
622,6,40,7,LIÇÕES 3ºBIM,L3B,False,False,False,False,True,False,90.0,,,,66.0,,623.0,623.0,,7,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
623,6,40,8,P3,P3,False,False,True,False,True,False,58.0,,,,72.0,,624.0,624.0,,8,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
624,6,40,9,LIÇÕES 4ºBIM,L4B,False,False,False,False,True,False,90.0,,,,73.0,,625.0,625.0,,9,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
625,6,40,10,P4,P4,False,False,True,False,True,False,58.0,,,,74.0,,626.0,626.0,,10,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
626,6,40,11,MÉDIA 2º SEMESTRE,MÉD.2ºSEM.,False,False,True,False,False,False,,67.0,,,75.0,,627.0,627.0,,11,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
627,6,40,12,DIAGNÓSTICA 2,D2,False,False,False,False,True,False,58.0,,,,76.0,,628.0,628.0,,12,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
628,6,40,13,MÉDIA DIAGNÓSTICA,MD,False,False,False,False,False,False,,68.0,,,77.0,,629.0,629.0,,13,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
629,6,40,14,MÉDIA ANUAL,MÉD.ANUAL,False,False,False,False,False,False,,69.0,,,78.0,,630.0,630.0,,14,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
630,6,40,15,PROGRESSÃO,PROG,False,False,False,False,True,False,58.0,,,,70.0,,873.0,873.0,,15,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
631,6,41,1,DIAGNÓSTICA 1,D1,False,False,False,False,True,False,58.0,,,,61.0,,632.0,632.0,,1,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
632,6,41,2,LIÇÕES 1ºBIM,L1B,False,False,False,False,True,False,59.0,,,,62.0,,633.0,633.0,,2,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
633,6,41,3,P1,P1,False,False,True,True,True,False,58.0,,,,63.0,,634.0,634.0,,3,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
634,6,41,4,LIÇÕES 2ºBIM,L2B,False,False,False,False,True,False,59.0,,,,64.0,,635.0,635.0,,4,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
635,6,41,5,P2,P2,False,False,True,True,True,False,58.0,,,,65.0,,636.0,636.0,,5,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
636,6,41,6,MÉDIA 1º SEMESTRE,MÉD.1ºSEM.,False,False,True,False,False,False,,80.0,,,71.0,,637.0,637.0,,6,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
637,6,41,7,LIÇÕES 3ºBIM,L3B,False,False,False,False,True,False,90.0,,,,66.0,,638.0,638.0,,7,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
638,6,41,8,P3,P3,False,False,True,False,True,False,58.0,,,,72.0,,639.0,639.0,,8,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
639,6,41,9,LIÇÕES 4ºBIM,L4B,False,False,False,False,True,False,90.0,,,,73.0,,640.0,640.0,,9,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
640,6,41,10,P4,P4,False,False,True,False,True,False,58.0,,,,74.0,,641.0,641.0,,10,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
641,6,41,11,MÉDIA 2º SEMESTRE,MÉD.2ºSEM.,False,False,True,False,False,False,,67.0,,,75.0,,642.0,642.0,,11,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
642,6,41,12,DIAGNÓSTICA 2,D2,False,False,False,False,True,False,58.0,,,,76.0,,643.0,643.0,,12,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
643,6,41,13,MÉDIA DIAGNÓSTICA,MD,False,False,False,False,False,False,,68.0,,,77.0,,644.0,644.0,,13,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
644,6,41,14,MÉDIA ANUAL,MÉD.ANUAL,False,False,False,False,False,False,,69.0,,,78.0,,645.0,645.0,,14,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
645,6,41,15,PROGRESSÃO,PROG,False,False,False,False,True,False,58.0,,,,70.0,,874.0,874.0,,15,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
646,6,42,1,DIAGNÓSTICA 1,D1,False,False,False,False,True,False,58.0,,,,61.0,,647.0,647.0,,1,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
647,6,42,2,LIÇÕES 1ºBIM,L1B,False,False,False,False,True,False,59.0,,,,62.0,,648.0,648.0,,2,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
648,6,42,3,P1,P1,False,False,True,True,True,False,58.0,,,,63.0,,649.0,649.0,,3,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
649,6,42,4,LIÇÕES 2ºBIM,L2B,False,False,False,False,True,False,59.0,,,,64.0,,650.0,650.0,,4,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
650,6,42,5,P2,P2,False,False,True,True,True,False,58.0,,,,65.0,,651.0,651.0,,5,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
651,6,42,6,MÉDIA 1º SEMESTRE,MÉD.1ºSEM.,False,False,True,False,False,False,,80.0,,,71.0,,652.0,652.0,,6,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
652,6,42,7,LIÇÕES 3ºBIM,L3B,False,False,False,False,True,False,90.0,,,,66.0,,653.0,653.0,,7,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
653,6,42,8,P3,P3,False,False,True,False,True,False,58.0,,,,72.0,,654.0,654.0,,8,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
654,6,42,9,LIÇÕES 4ºBIM,L4B,False,False,False,False,True,False,90.0,,,,73.0,,655.0,655.0,,9,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
655,6,42,10,P4,P4,False,False,True,False,True,False,58.0,,,,74.0,,656.0,656.0,,10,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
656,6,42,11,MÉDIA 2º SEMESTRE,MÉD.2ºSEM.,False,False,True,False,False,False,,67.0,,,75.0,,657.0,657.0,,11,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
657,6,42,12,DIAGNÓSTICA 2,D2,False,False,False,False,True,False,58.0,,,,76.0,,658.0,658.0,,12,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
658,6,42,13,MÉDIA DIAGNÓSTICA,MD,False,False,False,False,False,False,,68.0,,,77.0,,659.0,659.0,,13,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
659,6,42,14,MÉDIA ANUAL,MÉD.ANUAL,False,False,False,False,False,False,,69.0,,,78.0,,660.0,660.0,,14,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
660,6,42,15,PROGRESSÃO,PROG,False,False,False,False,True,False,58.0,,,,70.0,,875.0,875.0,,15,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
661,6,43,1,DIAGNÓSTICA 1,D1,False,False,False,False,True,False,58.0,,,,61.0,,662.0,662.0,,1,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
662,6,43,2,LIÇÕES 1ºBIM,L1B,False,False,False,False,True,False,59.0,,,,62.0,,663.0,663.0,,2,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
663,6,43,3,P1,P1,False,False,True,True,True,False,58.0,,,,63.0,,664.0,664.0,,3,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
664,6,43,4,LIÇÕES 2ºBIM,L2B,False,False,False,False,True,False,59.0,,,,64.0,,665.0,665.0,,4,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
665,6,43,5,P2,P2,False,False,True,True,True,False,58.0,,,,65.0,,666.0,666.0,,5,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
666,6,43,6,MÉDIA 1º SEMESTRE,MÉD.1ºSEM.,False,False,True,False,False,False,,80.0,,,71.0,,667.0,667.0,,6,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
667,6,43,7,LIÇÕES 3ºBIM,L3B,False,False,False,False,True,False,90.0,,,,66.0,,668.0,668.0,,7,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
668,6,43,8,P3,P3,False,False,True,False,True,False,58.0,,,,72.0,,669.0,669.0,,8,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
669,6,43,9,LIÇÕES 4ºBIM,L4B,False,False,False,False,True,False,90.0,,,,73.0,,670.0,670.0,,9,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
670,6,43,10,P4,P4,False,False,True,False,True,False,58.0,,,,74.0,,671.0,671.0,,10,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
671,6,43,11,MÉDIA 2º SEMESTRE,MÉD.2ºSEM.,False,False,True,False,False,False,,67.0,,,75.0,,672.0,672.0,,11,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
672,6,43,12,DIAGNÓSTICA 2,D2,False,False,False,False,True,False,58.0,,,,76.0,,673.0,673.0,,12,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
673,6,43,13,MÉDIA DIAGNÓSTICA,MD,False,False,False,False,False,False,,68.0,,,77.0,,674.0,674.0,,13,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
674,6,43,14,MÉDIA ANUAL,MÉD.ANUAL,False,False,False,False,False,False,,69.0,,,78.0,,675.0,675.0,,14,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
675,6,43,15,PROGRESSÃO,PROG,False,False,False,False,True,False,58.0,,,,70.0,,876.0,876.0,,15,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
676,6,44,1,DIAGNÓSTICA 1,D1,False,False,False,False,True,False,58.0,,,,61.0,,677.0,677.0,,1,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
677,6,44,2,LIÇÕES 1ºBIM,L1B,False,False,False,False,True,False,59.0,,,,62.0,,678.0,678.0,,2,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
678,6,44,3,P1,P1,False,False,True,True,True,False,58.0,,,,63.0,,679.0,679.0,,3,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
679,6,44,4,LIÇÕES 2ºBIM,L2B,False,False,False,False,True,False,59.0,,,,64.0,,680.0,680.0,,4,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
680,6,44,5,P2,P2,False,False,True,True,True,False,58.0,,,,65.0,,681.0,681.0,,5,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
681,6,44,6,MÉDIA 1º SEMESTRE,MÉD.1ºSEM.,False,False,True,False,False,False,,80.0,,,71.0,,682.0,682.0,,6,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
682,6,44,7,LIÇÕES 3ºBIM,L3B,False,False,False,False,True,False,90.0,,,,66.0,,683.0,683.0,,7,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
683,6,44,8,P3,P3,False,False,True,False,True,False,58.0,,,,72.0,,684.0,684.0,,8,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
684,6,44,9,LIÇÕES 4ºBIM,L4B,False,False,False,False,True,False,90.0,,,,73.0,,685.0,685.0,,9,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
685,6,44,10,P4,P4,False,False,True,False,True,False,58.0,,,,74.0,,686.0,686.0,,10,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
686,6,44,11,MÉDIA 2º SEMESTRE,MÉD.2ºSEM.,False,False,True,False,False,False,,67.0,,,75.0,,687.0,687.0,,11,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
687,6,44,12,DIAGNÓSTICA 2,D2,False,False,False,False,True,False,58.0,,,,76.0,,688.0,688.0,,12,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
688,6,44,13,MÉDIA DIAGNÓSTICA,MD,False,False,False,False,False,False,,68.0,,,77.0,,689.0,689.0,,13,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
689,6,44,14,MÉDIA ANUAL,MÉD.ANUAL,False,False,False,False,False,False,,69.0,,,78.0,,690.0,690.0,,14,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
690,6,44,15,PROGRESSÃO,PROG,False,False,False,False,True,False,58.0,,,,70.0,,877.0,877.0,,15,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
691,6,45,1,DIAGNÓSTICA 1,D1,False,False,False,False,True,False,58.0,,,,61.0,,692.0,692.0,,1,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
692,6,45,2,LIÇÕES 1ºBIM,L1B,False,False,False,False,True,False,59.0,,,,62.0,,693.0,693.0,,2,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
693,6,45,3,P1,P1,False,False,True,True,True,False,58.0,,,,63.0,,694.0,694.0,,3,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
694,6,45,4,LIÇÕES 2ºBIM,L2B,False,False,False,False,True,False,59.0,,,,64.0,,695.0,695.0,,4,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
